5071,6139,7206,8273,9341,10416,11484,12551,13619,14686,15755,16821,17889,18957,20024,21093,22161,23228,24295,25363
1.275,6.717975,75.026865,0.7122149999999999,1.9872149999999997,74.68048999999999,0.9638999999999999,2.2388999999999997,75.142805,0.7531,2.0281000000000002,74.616485,1.29642,2.57142,74.49468,1.023145,2.298145,74.338705,0.24752000000000002,1.5225199999999999
1.275,74.19037999999999,23.28388,2.136985,75.10370499999999,23.82312,2.196315,74.70225,17.13617,3.22592,75.085005,23.336409999999997,2.17566,75.035705,25.37998,2.17073,72.67806,22.385344999999997,3.08873,74.81733999999999
1.275,74.19037999999999,23.28388,2.136985,75.10370499999999,23.82312,2.196315,74.70225,17.13617,3.22592,75.085005,23.336409999999997,2.17566,75.035705,25.37998,2.17073,72.67806,22.385344999999997,3.08873,74.81733999999999
"{'regulator': [24.146631244531545, 24.306014949115912, 24.146631244531545], 'honeywell': [-3.7592639323931767, -3.5437990235926584, 4.545928915917801], 'commanded': [0, 0, 0]}","{'regulator': [23.907555687654995, 23.987247539947177, 24.306014949115912], 'honeywell': [-3.7200884944294494, -3.6025621805382584, 4.42840260202661], 'commanded': [0, 0, 0]}","{'regulator': [105.03386132109762, 102.7626435307704, 31.876740916873327], 'honeywell': [4.780981543700192, 74.31738392932284, 76.17821723260003], 'commanded': [0, 0, 0]}","{'regulator': [59.41027588382267, 43.67113505611646, 112.20612802739412], 'honeywell': [81.50607679566747, 17.41506028700346, 37.31618277257884], 'commanded': [0, 0, 0]}","{'regulator': [22.353564567957424, 25.820160142667397, 42.67498690246416], 'honeywell': [16.181033991145934, -0.40976398649417306, 4.565516634899674], 'commanded': [0, 0, 0]}","{'regulator': [106.82692799767173, 105.1533990995359, 23.110637164733163], 'honeywell': [-2.251009570789535, 78.3132786016234, 73.55346288903009], 'commanded': [0, 0, 0]}","{'regulator': [59.76888921913749, 44.428207652892205, 110.73182875998873], 'honeywell': [83.97412938738255, 17.826402385622643, 37.081130144796454], 'commanded': [0, 0, 0]}","{'regulator': [22.79186975556443, 25.66077643808303, 42.95390838548681], 'honeywell': [16.396498899946447, -0.6056411763128284, 4.761393824718329], 'commanded': [0, 0, 0]}","{'regulator': [107.66369244673966, 103.24079464452352, 23.708326056924538], 'honeywell': [-2.015956943007152, 75.14006812656119, 78.29369088264154], 'commanded': [0, 0, 0]}","{'regulator': [49.60817805188412, 43.27267579465555, 112.04674432280976], 'honeywell': [86.30506794622453, 15.14288488510706, 28.540884668703093], 'commanded': [0, 0, 0]}","{'regulator': [21.915259380350413, 23.509096426194077, 43.432059499239905], 'honeywell': [16.553200651801376, -3.563386742574522, 8.620174464145835], 'commanded': [0, 0, 0]}","{'regulator': [107.22538725913266, 104.39632650276013, 23.867709761508902], 'honeywell': [-1.7221411582791604, 79.89988383915453, 78.80297157617005], 'commanded': [0, 0, 0]}","{'regulator': [59.84858107142968, 45.424355806544504, 110.69198283384263], 'honeywell': [84.87516446054836, 16.474849775873913, 36.96360383090526], 'commanded': [0, 0, 0]}","{'regulator': [21.955105306496502, 25.342009028914294, 43.551597277678184], 'honeywell': [16.494437494855784, -0.5272903003853645, 4.624279791845265], 'commanded': [0, 0, 0]}","{'regulator': [106.9863117022561, 104.83463169036717, 24.26616902296982], 'honeywell': [-1.859255191152224, 76.72667336409229, 78.54833122940578], 'commanded': [0, 0, 0]}","{'regulator': [61.840877378734255, 46.02204469873587, 110.17398579394344], 'honeywell': [82.19164696003277, 19.863525159736653, 37.6295862762887], 'commanded': [0, 0, 0]}","{'regulator': [22.672331977126156, 27.214767557780608, 42.9937543116329], 'honeywell': [16.337735743000856, 0.3149816158348568, 4.604692072863401], 'commanded': [0, 0, 0]}","{'regulator': [104.6752479857828, 102.64310575233212, 23.030945312440977], 'honeywell': [-2.094307818934616, 73.69057692190313, 76.98131371085654], 'commanded': [0, 0, 0]}","{'regulator': [58.05551439485556, 42.95390838548681, 109.81537245862863], 'honeywell': [86.10919075640587, 15.848042768454217, 35.37699859337414], 'commanded': [0, 0, 0]}","{'regulator': [21.676183823473867, 25.780314216521305, 42.87421653319463], 'honeywell': [16.494437494855784, -1.1932727457687942, 5.48613942704735], 'commanded': [0, 0, 0]}"
