5065,6132,7198,8263,9331,10397,11464,12532,13602,14669,15736,16803,17866,18935,20000,21066,22132,23197,24262,25331
1.155,4.614764,29.604498000000003,1.432739,23.786532,1.917839,59.50175000000001,1.9761279999999999,1.5403850000000001,0.681219,1.836219,8.472772,2.090396,13.924911,1.676136,0.930314,2.0853140000000003,2.850001,2.119656,2.321858
1.155,66.6589,6.1230400000000005,67.645039,10.195801000000001,67.674915,4.2860510000000005,2.006697,64.543941,8.289743,67.86318,6.384609,67.49866200000001,7.899738,67.805661,6.684678,63.916776,5.917065,67.869032,6.1739370000000005
1.155,66.6589,6.1230400000000005,67.645039,10.195801000000001,67.674915,4.2860510000000005,2.006697,64.543941,8.289743,67.86318,6.384609,67.49866200000001,7.899738,67.805661,6.684678,63.916776,5.917065,67.869032,6.1739370000000005
"{'regulator': [13.109309702064156, 14.224995634154723, 16.416521572189765], 'honeywell': [-2.7015271073724367, 8.267595522472261, -8.10773754636733], 'commanded': [0, 0, 0]}","{'regulator': [13.428077111232891, 14.503917117177362, 16.496213424481947], 'honeywell': [-2.7015271073724367, 8.385121836363453, -8.127325265349194], 'commanded': [0, 0, 0]}","{'regulator': [90.72917383465072, 86.82427307233371, 16.934518612088954], 'honeywell': [-2.642763950426845, 80.50710312759232, 64.87610338006364], 'commanded': [0, 0, 0]}","{'regulator': [21.676183823473867, 36.65825205440432, 55.78429660452833], 'honeywell': [33.84915651278864, 27.404796967754873, 1.2356044079825246], 'commanded': [0, 0, 0]}","{'regulator': [92.64177828966311, 88.97595308422268, 27.69291867153371], 'honeywell': [8.071718332653607, 79.86070840119078, 65.85548932915691], 'commanded': [0, 0, 0]}","{'regulator': [31.318897950828042, 37.096557242011336, 51.40124472845824], 'honeywell': [29.57903377474195, 27.718200471464726, 8.776876216000764], 'commanded': [0, 0, 0]}","{'regulator': [92.88085384653965, 90.7690197607968, 26.736616444027504], 'honeywell': [7.288209573378976, 82.15247152206905, 65.71837529628387], 'commanded': [0, 0, 0]}","{'regulator': [16.854826759796772, 34.665955747099744, 85.74843306638925], 'honeywell': [60.8606209887812, 26.95427943117198, -1.4087376545693135], 'commanded': [0, 0, 0]}","{'regulator': [12.910080071333699, 14.42422526488518, 34.785493525538016], 'honeywell': [14.829481381397214, 9.893376197967095, -4.20978146897608], 'commanded': [0, 0, 0]}","{'regulator': [90.8088656869429, 86.98365677691808, 18.92681491939354], 'honeywell': [-0.8015183661314838, 80.17411190490063, 63.58331392726052], 'commanded': [0, 0, 0]}","{'regulator': [26.856154222465783, 34.54641796866147, 16.53605935062804], 'honeywell': [-3.0541060490460197, 26.22953382884295, 5.349025394174295], 'commanded': [0, 0, 0]}","{'regulator': [92.6816242158092, 90.68932790850462, 16.615751202920222], 'honeywell': [-3.2108078009009478, 82.21123467901464, 66.48229633657661], 'commanded': [0, 0, 0]}","{'regulator': [23.429404573901895, 38.690394287855, 22.712177903272252], 'honeywell': [7.66037623403443, 29.01098992426786, 2.077876324202746], 'commanded': [0, 0, 0]}","{'regulator': [92.52224051122484, 91.3268627268421, 19.68388751616928], 'honeywell': [0.295393896852993, 82.42669958781518, 66.07095423795745], 'commanded': [0, 0, 0]}","{'regulator': [27.732764597679797, 36.89732761128088, 35.66210390075204], 'honeywell': [19.922288316682245, 27.796551347392203, 4.996446452500711], 'commanded': [0, 0, 0]}","{'regulator': [92.72147014195528, 91.08778716996552, 22.752023829418338], 'honeywell': [3.1160254302416224, 82.46587502577891, 66.61941036944968], 'commanded': [0, 0, 0]}","{'regulator': [23.15048309087925, 36.618406128258236, 16.695443055212404], 'honeywell': [-2.38812360366259, 27.306858372845543, 2.626332455694984], 'commanded': [0, 0, 0]}","{'regulator': [88.77672345349222, 87.14304048150247, 16.775134907504587], 'honeywell': [-2.4664744795900537, 79.91947155813635, 63.32867358049627], 'commanded': [0, 0, 0]}","{'regulator': [21.078494931282485, 34.3870342640771, 16.775134907504587], 'honeywell': [-2.9953428921004197, 26.836753117280775, 1.3727184408555886], 'commanded': [0, 0, 0]}","{'regulator': [92.72147014195528, 90.88855753923508, 16.57590527677413], 'honeywell': [-2.740702545336173, 82.44628730679705, 66.81528755926834], 'commanded': [0, 0, 0]}"
